번호,사업장명,위도,경도,영업상태명,소재지전화,소재지전체주소,도로명전체주소,의료기관종별명,의료인수,병상수
1613,연세영동요양병원,37.540298186,127.12723014,폐업,487-5211,"서울특별시 강동구 천호동 421번지 4호 2층일부, 3,4,5,6층",서울특별시 강동구 구천면로 202 (천호동),요양병원(일반요양병원),40,253
1614,예닮요양병원,37.536375679,127.13906483,폐업,02-473-5575,서울특별시 강동구 길동 412번지 10호,서울특별시 강동구 양재대로 1461 (길동),요양병원(일반요양병원),33,149
1615,연세사랑병원,37.530277994,127.12117426,폐업,3415-5913,서울특별시 강동구 성내1동 553번지 17호,서울특별시 강동구 올림픽로 546 (성내동),병원,48,115
1616,동부센트럴요양병원,37.551191339,127.12845771,폐업,02-441-0011,,"서울특별시 강동구 올림픽로98길 8 (암사동, 동부센트럴요양병원)",요양병원(일반요양병원),14,142
1617,튼튼병원,37.534696449,127.13750828,폐업,2140-6300,서울특별시 강동구 길동 459번지 1호,서울특별시 강동구 천호대로 1133 (길동),병원,1,99
1618,의료법인 한국암치료재단 서울중입자병원,37.542267332,127.12530641,폐업,02-470-1211,서울특별시 강동구 천호2동 357번지,서울특별시 강동구 올림픽로 684 (천호동),병원,39,171
1619,강동성모병원,,,폐업,,서울특별시 강동구 암사1동 479번지 13호,,병원,0,71
1620,의료법인우신의료재단우신향한방병원,,,폐업,02-477-3424,서울특별시 강동구 성내1동 551번지 3호,,한방병원,0,0
1621,아름다운병원,,,폐업,02-442-6340,서울특별시 강동구 암사1동 479번지 13호,,병원,0,0
1622,강남아산병원,,,폐업,02-488-7177,서울특별시 강동구 성내2동 9번지 14호,,병원,0,0
1623,서울양병원,,,폐업,02-480-8000,서울특별시 강동구 길1동 424번지,,병원,9,40
1624,로뎀요양병원,,,폐업,02-473-0675,서울특별시 강동구 천호4동 362번지 3호,,요양병원(일반요양병원),0,0
1625,사회복지법인소원의항구로뎀노인전문병원,37.543527242,127.12719818,폐업,02-473-0675,서울특별시 강동구 천호동 362번지 3호,서울특별시 강동구 올림픽로80길 31 (천호동),요양병원(노인병원),32,255
1626,현인요양병원,37.638614469,127.00666433,폐업,02-992-5200,"서울특별시 강북구 인수동 521-57, 59호",서울특별시 강북구 삼각산로 20 (수유동),요양병원(일반요양병원),6,41
1627,새한병원,37.615137075,127.02958137,폐업,02-981-5161,서울특별시 강북구 미아동 62번지 28호,서울특별시 강북구 도봉로 67 (미아동),병원,22,99
1628,강남병원,37.483845438,126.90290211,폐업,,서울특별시 관악구 신림동 1643번지 6호,"서울특별시 관악구 시흥대로 572, 4~6층 (신림동)",병원,2,67
1629,강남초이스병원,37.481289803,126.94960662,폐업,28752200,서울특별시 관악구 봉천동 875번지 8호,"서울특별시 관악구 남부순환로 1796, -1,2~5층 (봉천동, 삼호빌딩)",병원,6,35
1630,의료법인성화의료재단대한한방병원,37.635404921,127.02290315,폐업,02-995-1025,서울특별시 강북구 인수동 45번지 7호,서울특별시 강북구 도봉로 301 (수유동),한방병원,3,30
1631,밀레니엄치과병원,37.613701348,127.03051401,폐업,02-981-2807,서울특별시 강북구 송중동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),치과병원,4,0
1632,감인노인전문병원,37.638614469,127.00666433,폐업,02-992-5200,서울특별시 강북구 수유동 521번지 57호,서울특별시 강북구 삼각산로 20 (수유동),요양병원(노인병원),5,40
1633,새한빛병원,37.638132725,127.03004594,폐업,02-907-7002,서울특별시 강북구 번1동 461번지 68호,서울특별시 강북구 한천로 1002 (번동),병원,13,147
1634,서울좋은병원,37.619290925,127.02936813,폐업,6927-9119,서울특별시 강북구 미아동 137번지 26호,서울특별시 강북구 도봉로 114 (미아동),병원,2,37
1635,의료법인우진의료재단관악분원조원병원,37.483845438,126.90290211,폐업,,"서울특별시 관악구 조원동 1643번지 6호 4,5,6층","서울특별시 관악구 시흥대로 572 (신림동,4,5,6층)",병원,6,64
1636,브레인요양병원,37.575479144,127.07260546,폐업,222112211,,서울특별시 동대문구 장한로32길 7 (장안동),요양병원(일반요양병원),32,143
1637,(의)엘림의료재단 힐링요양병원,37.542267332,127.12530641,폐업,477-0027,"서울특별시 강동구 천호동 357번지 5,6층","서울특별시 강동구 올림픽로 684, 5,6층 (천호동)",요양병원(일반요양병원),3,103
1638,강서사랑요양병원,37.573010056,126.80767141,폐업,02-6671-3111,서울특별시 강서구 방화동 495번지 26호 지상1층~지상6층,"서울특별시 강서구 양천로 35, 1~6층 (방화동)",요양병원(일반요양병원),20,158
1639,튼튼병원,37.540933752,126.83895939,폐업,02-2603-9405,서울특별시 강서구 화곡동 1074번지 12호 청산빌딩4.5.6층,"서울특별시 강서구 화곡로 154, 4,5,6층 (화곡동, 청산빌딩)",병원,6,30
1640,슈바이처치과병원,37.669255444,127.04524127,폐업,02-955-5545,서울특별시 도봉구 방학동 719번지 3호 렉시온프라자 305-308호,"서울특별시 도봉구 도봉로152길 26 (방학동, 렉시온프라자 305-308호)",치과병원,1,0
1641,청량리정신병원,37.585536007,127.0487213,폐업,02-965-1171,서울특별시 동대문구 제기로 144-1(청량리1동 46),서울특별시 동대문구 제기로 142 (청량리동),병원,42,500
1642,강서초이스병원,37.540933752,126.83895939,폐업,2698-2200,서울특별시 강서구 화곡동 1074번지 12호,"서울특별시 강서구 화곡로 154, 4층, 5층, 6층 (화곡동, 청산타워빌딩)",병원,6,30
1643,서울현대병원,,,폐업,02-484-2138,서울특별시 강동구 길1동 412번지 10호,,병원,7,149
1644,동주병원,,,폐업,02-483-1121,서울특별시 강동구 성내2동 199번지 5호,,병원,5,83
1645,본플러스병원,37.481433528,126.94815482,폐업,,서울특별시 관악구 청룡동 883번지 14호,서울특별시 관악구 남부순환로 1782 (봉천동),병원,6,43
1646,이너스치과병원,37.482801376,126.93988803,폐업,,관악구 봉천8동 945-10,서울특별시 관악구 남부순환로 1710 (봉천동),치과병원,2,0
1647,서울e병원,,,폐업,534-2500,관악구 봉천9동 937-15 (5-7층),,병원,3,113
1648,미래드림여성병원,37.482031547,126.94864458,폐업,886-5551,서울특별시 관악구 봉천동 884번지 44호,서울특별시 관악구 남부순환로 1785 (봉천동),병원,4,37
1649,청량성모병원,,,폐업,02-969-0502,서울특별시 동대문구 망우로 50-1(전농2동 602-29),,병원,1,60
1650,동서울병원,,,폐업,02-926-9171,서울특별시 동대문구 왕산로 156(신설동 98-28),서울특별시 동대문구 왕산로 18 (신설동),병원,12,57
1651,강남병원,37.483845438,126.90290211,폐업,,서울특별시 관악구 신림동 1643번지 6호,서울특별시 관악구 시흥대로 572 (신림동),병원,20,78
1652,신우신병원,37.483845438,126.90290211,폐업,,서울특별시 관악구 조원동 1643번지 6호,서울특별시 관악구 시흥대로 572 (신림동),병원,3,63
1653,서울휴먼요양병원,37.639685141,127.07411709,폐업,949-3800,"서울특별시 노원구 하계동 256번지 12호 2,3,4,6층","서울특별시 노원구 노원로 246, 2,3,4,6층 (하계동, 욱현하이브)",요양병원(일반요양병원),11,104
1654,노원스마트요양병원,37.657337149,127.06544834,폐업,949-3000,"서울특별시 노원구 상계동 366번지 4호 대감프라자 3층, 4층","서울특별시 노원구 노원로 461, 3층, 4층 (상계동, 대감프라자)",요양병원(일반요양병원),1,253
1655,성심효요양병원,,,폐업,02-2691-1986,서울특별시 강서구 화곡본동 24번지 92호,,요양병원(일반요양병원),4,62
1656,엘더스요양병원,37.560004164,126.85498161,폐업,02-3663-9090,서울특별시 강서구 등촌1동 628번지 5호,서울특별시 강서구 화곡로 416 (등촌동),요양병원(일반요양병원),21,128
1657,동인당효요양병원,37.574248552,126.80933289,폐업,02-2666-0141,"서울특별시 강서구 방화동 486번지 6호 ,7,8,23,41","서울특별시 강서구 양천로1길 100 (방화동,,7,8,23,41)",요양병원(일반요양병원),20,119
1658,큰나무병원,37.563443942,126.8514627,폐업,02-3664-1155,"서울특별시 강서구 가양동 1479번지 10호 2, 4, 5, 8층","서울특별시 강서구 양천로57길 9-7, 2,4,5,8층 (가양동)",병원,13,66
1659,비엠씨한방병원,37.546242548,126.84550326,폐업,2606-7582,서울특별시 강서구 화곡동 24번지 92호,서울특별시 강서구 화곡로 238 (화곡동),한방병원,5,61
1660,강서성모요양병원,37.560043484,126.8554732,폐업,02-3663-9090,서울특별시 강서구 등촌1동 628번지 9호,서울특별시 강서구 화곡로 416 (등촌동),요양병원(일반요양병원),19,127
1661,길동노인요양병원,37.534110999,127.14093197,폐업,02-483-6400,"서울특별시 강동구 길동 318번지 4,5층",서울특별시 강동구 천호대로 1165 (길동),요양병원(일반요양병원),10,138
1662,러스크강동병원,37.548042219,127.14375811,폐업,02-3426-0100,,서울특별시 강동구 양재대로 1596 (명일동),병원,12,99
1663,서울수정형외과병원,,,폐업,02-487-6300,서울특별시 강동구 천호2동 419번지 3호,,병원,8,31
1664,조이요양병원,,,폐업,02-990-3001,서울특별시 도봉구 쌍문1동 507-1,서울특별시 도봉구 삼양로 600 (쌍문동),요양병원(일반요양병원),22,199
1665,굿모닝병원,,,폐업,02-990-5900,서울특별시 도봉구 쌍문2동 80-70,,병원,2,80
1666,성신병원,37.624946811,127.02631598,폐업,02-986-1313,서울특별시 강북구 미아동 304번지 7호,서울특별시 강북구 도봉로 181 (미아동),병원,3,72
1667,우이새길요양병원,37.657425263,127.01401324,폐업,1577-1173,서울특별시 도봉구 쌍문1동 508번지 1호,서울특별시 도봉구 삼양로 610 (쌍문동),요양병원(일반요양병원),3,185
1668,정병원,37.661504144,127.04170213,폐업,29009942,서울특별시 도봉구 쌍문2동 707번지 7호,서울특별시 도봉구 도봉로 639 (쌍문동),병원,1,30
1669,(사)한국지체장애인협회 새보람요양병원,37.662136879,127.04107571,폐업,02-3492-7888,서울특별시 도봉구 방학동 677번지 11호,"서울특별시 도봉구 방학로3길 13 (방학동, 상곡빌딩)",요양병원(일반요양병원),9,73
1670,성모샘병원,37.665573374,127.0421695,폐업,02-951-0552,서울특별시 도봉구 방학동 703번지 14호,"서울특별시 도봉구 도봉로 683, 5,6,7층 (방학동)",정신병원,13,158
1671,더와이즈황병원,37.542132033,126.84300688,폐업,02-2600-5024,서울특별시 강서구 화곡동 105-68 더와이즈황병원,"서울특별시 강서구 까치산로 23, 더와이즈황병원 (화곡동)",병원,18,31
1672,뉴강서성심병원,37.573302847,126.80879117,폐업,02-2665-0911,서울특별시 강서구 방화1동 487번지 5호,서울특별시 강서구 양천로 45-5 (방화동),병원,8,27
1673,서울한방병원,37.529921433,126.83883599,폐업,02-2699-8293,서울특별시 강서구 화곡1동 938번지 19호,서울특별시 강서구 곰달래로 54 (화곡동),한방병원,4,38
1674,우리들병원,37.561810737,126.79865854,폐업,02-2660-7500,서울특별시 강서구 과해동 676번지,서울특별시 강서구 하늘길 70 (과해동),병원,186,213
1675,서울병원,37.619290925,127.02936813,폐업,02-980-1181,서울특별시 강북구 송중동 137번지 26호,서울특별시 강북구 도봉로 114 (미아동),병원,5,66
1676,괴산병원,36.815098172,127.78494812,폐업,043-834-3500,충청북도 괴산군 괴산읍 서부리 751,충청북도 괴산군 괴산읍 임꺽정로 108,병원,2,60
1677,이화의료소비자생활협동조합 괴산이화요양병원,36.804253176,128.02421524,폐업,043-834-8119,충청북도 괴산군 연풍면 원풍리 277번지 6호,충청북도 괴산군 연풍면 수옥정길 10,요양병원(일반요양병원),2,34
1678,하동병원,35.082599359,127.73829023,폐업,055-880-4242,경상남도 하동군 하동읍 두곡리 739번지,경상남도 하동군 하동읍 화심길 25,병원,21,183
1679,박요양병원,,,폐업,882-7503,경상남도 하동군 북천면 화정리 산 19번지 5호,경상남도 하동군 북천면 옥단로 515,요양병원(일반요양병원),7,131
1680,박요양병원,,,폐업,,경상남도 하동군 북천면 화정리 산 19번지 5호,경상남도 하동군 북천면 옥단로 515,요양병원(일반요양병원),4,165
1681,지리산자연요양병원,,,폐업,,경상남도 하동군 북천면 화정리 산 19번지 5호,경상남도 하동군 북천면 옥단로 515,요양병원(일반요양병원),9,165
1682,하나여성병원,37.54322221,126.73573919,폐업,032-544-8422,"인천광역시 계양구임학동73-18,19(지1층-6층)",인천광역시 계양구 경명대로 1157 (임학동),병원,1,33
1683,유민한방병원,,,폐업,032-553-8888,인천광역시 계양구작전동136번지,인천광역시 계양구 장제로 676 (작전동),한방병원,1,95
1684,의료법인미추홀의료재단비전병원,37.548121067,126.74159205,폐업,032-553-8275,인천광역시 계양구 병방동 119번지 1호,인천광역시 계양구 장제로 916 (병방동),병원,19,46
1685,삼성한방병원,37.549488839,126.74132282,폐업,032-546-8576,"인천광역시 계양구병방동 109-15(2,3층)",인천광역시 계양구 장제로927번길 4 (방축동),한방병원,1,0
1686,효담노인전문병원,37.540523529,126.72307066,폐업,032-556-8820,"인천광역시 계양구계산동 956-7(4,5층)",인천광역시 계양구 계양대로 188 (계산동),요양병원(일반요양병원),2,236
1687,미래장수요양병원,37.542086932,126.72305131,폐업,032-547-8811,인천광역시 계양구 계산동 944번지 30호,인천광역시 계양구 계양대로 204 (계산동),요양병원(일반요양병원),12,136
1688,서울실버요양병원,37.544056393,126.7371686,폐업,032-556-2838,"인천광역시 계양구 임학동 69번지 24호 (2,3,4층)","인천광역시 계양구 장제로 857 (임학동,(2,3,4층))",요양병원(일반요양병원),10,103
1689,성로병원,37.525100072,126.73440426,폐업,032-5454-119,"인천광역시 계양구 작전서운동 708번지 2호 (1층,2층,5층)","인천광역시 계양구 아나지로 380 (작전동,(1층,2층,5층))",병원,10,85
1690,맥한방병원,37.539845269,126.73502982,폐업,546-8100,"인천광역시 계양구 계산4동 1063번지 14호 (2층, 6층)","인천광역시 계양구 장제로 808 (계산동,(2층, 6층))",한방병원,2,55
1691,에덴요양병원,37.538600135,126.73610741,폐업,032)555-7585,인천광역시 계양구 계산4동 1062번지 하이베라스D동(8층전체),"인천광역시 계양구 계산새로 71 (계산동,하이베라스D동(8층전체))",요양병원(일반요양병원),4,119
